Fecha,Mes,Año,23020090
2000-01-01,January,2000,98.0
2000-02-01,February,2000,165.0
2000-03-01,March,2000,157.0
2000-04-01,April,2000,173.0
2000-05-01,May,2000,278.0
2000-06-01,June,2000,217.0
2000-07-01,July,2000,137.0
2000-08-01,August,2000,138.0
2000-09-01,September,2000,391.0
2000-10-01,October,2000,147.0
2000-11-01,November,2000,108.0
2000-12-01,December,2000,108.0
2001-01-01,January,2001,62.0
2001-02-01,February,2001,59.0
2001-03-01,March,2001,104.0
2001-04-01,April,2001,92.0
2001-05-01,May,2001,216.0
2001-06-01,June,2001,155.0
2001-07-01,July,2001,168.0
2001-08-01,August,2001,53.0
2001-09-01,September,2001,249.0
2001-10-01,October,2001,108.0
2001-11-01,November,2001,151.0
2001-12-01,December,2001,95.0
2002-01-01,January,2002,28.0
2002-02-01,February,2002,112.0
2002-03-01,March,2002,121.0
2002-04-01,April,2002,178.0
2002-05-01,May,2002,228.0
2002-06-01,June,2002,181.0
2002-07-01,July,2002,184.0
2002-08-01,August,2002,57.0
2002-09-01,September,2002,126.0
2002-10-01,October,2002,186.0
2002-11-01,November,2002,126.0
2002-12-01,December,2002,104.0
2003-01-01,January,2003,29.0
2003-02-01,February,2003,53.0
2003-03-01,March,2003,169.0
2003-04-01,April,2003,212.0
2003-05-01,May,2003,200.0
2003-06-01,June,2003,239.0
2003-07-01,July,2003,107.0
2003-08-01,August,2003,153.0
2003-09-01,September,2003,178.0
2003-10-01,October,2003,209.0
2003-11-01,November,2003,139.0
2003-12-01,December,2003,75.0
2004-01-01,January,2004,64.0
2004-02-01,February,2004,89.0
2004-03-01,March,2004,98.0
2004-04-01,April,2004,325.0
2004-05-01,May,2004,274.0
2004-06-01,June,2004,113.0
2004-07-01,July,2004,191.0
2004-08-01,August,2004,75.0
2004-09-01,September,2004,229.0
2004-10-01,October,2004,212.0
2004-11-01,November,2004,141.0
2004-12-01,December,2004,70.0
2005-01-01,January,2005,144.0
2005-02-01,February,2005,124.0
2005-03-01,March,2005,285.0
2005-04-01,April,2005,237.0
2005-05-01,May,2005,291.0
2005-06-01,June,2005,182.0
2005-07-01,July,2005,75.0
2005-08-01,August,2005,100.0
2005-09-01,September,2005,144.0
2005-10-01,October,2005,298.0
2005-11-01,November,2005,181.0
2005-12-01,December,2005,119.0
2006-01-01,January,2006,121.0
2006-02-01,February,2006,55.0
2006-03-01,March,2006,200.0
2006-04-01,April,2006,151.0
2006-05-01,May,2006,237.0
2006-06-01,June,2006,187.0
2006-07-01,July,2006,80.0
2006-08-01,August,2006,146.0
2006-09-01,September,2006,189.0
2006-10-01,October,2006,232.0
2006-11-01,November,2006,181.0
2006-12-01,December,2006,83.0
2007-01-01,January,2007,53.0
2007-02-01,February,2007,12.0
2007-03-01,March,2007,
2007-04-01,April,2007,
2007-05-01,May,2007,290.0
2007-06-01,June,2007,90.0
2007-07-01,July,2007,162.0
2007-08-01,August,2007,174.0
2007-09-01,September,2007,217.0
2007-10-01,October,2007,278.0
