Fecha,Mes,Año,23195502
2000-01-01,January,2000,253.1
2000-02-01,February,2000,223.1
2000-03-01,March,2000,33.0
2000-04-01,April,2000,48.1
2000-05-01,May,2000,104.7
2000-06-01,June,2000,125.6
2000-07-01,July,2000,51.5
2000-08-01,August,2000,58.0
2000-09-01,September,2000,136.8
2000-10-01,October,2000,95.5
2000-11-01,November,2000,107.7
2000-12-01,December,2000,40.2
2001-01-01,January,2001,102.3
2001-02-01,February,2001,33.9
2001-03-01,March,2001,71.7
2001-04-01,April,2001,67.7
2001-05-01,May,2001,103.8
2001-06-01,June,2001,92.2
2001-07-01,July,2001,59.8
2001-08-01,August,2001,57.8
2001-09-01,September,2001,90.1
2001-10-01,October,2001,222.2
2001-11-01,November,2001,192.4
2001-12-01,December,2001,91.1
2002-01-01,January,2002,26.2
2002-02-01,February,2002,14.2
2002-03-01,March,2002,88.4
2002-04-01,April,2002,177.8
2002-05-01,May,2002,105.4
2002-06-01,June,2002,88.6
2002-07-01,July,2002,38.9
2002-08-01,August,2002,37.4
2002-09-01,September,2002,60.8
2002-10-01,October,2002,112.4
2002-11-01,November,2002,67.8
2002-12-01,December,2002,8.4
2003-01-01,January,2003,23.0
2003-02-01,February,2003,209.9
2003-03-01,March,2003,272.0
2003-04-01,April,2003,106.7
2003-05-01,May,2003,52.5
2003-06-01,June,2003,92.4
2003-07-01,July,2003,108.9
2003-08-01,August,2003,63.7
2003-09-01,September,2003,146.4
2003-10-01,October,2003,152.0
2003-11-01,November,2003,208.5
2003-12-01,December,2003,107.8
2004-01-01,January,2004,58.9
2004-02-01,February,2004,42.4
2004-03-01,March,2004,73.2
2004-04-01,April,2004,114.9
2004-05-01,May,2004,101.0
2004-06-01,June,2004,40.3
2004-07-01,July,2004,92.0
2004-08-01,August,2004,53.1
2004-09-01,September,2004,85.9
2004-10-01,October,2004,120.6
2004-11-01,November,2004,160.4
2004-12-01,December,2004,95.2
2005-01-01,January,2005,104.5
2005-02-01,February,2005,271.6
2005-03-01,March,2005,61.7
2005-04-01,April,2005,145.9
2005-05-01,May,2005,108.9
2005-06-01,June,2005,40.7
2005-07-01,July,2005,65.2
2005-08-01,August,2005,43.3
2005-09-01,September,2005,158.3
2005-10-01,October,2005,258.8
2005-11-01,November,2005,151.7
2005-12-01,December,2005,108.6
2006-01-01,January,2006,85.8
2006-02-01,February,2006,58.0
2006-03-01,March,2006,115.6
2006-04-01,April,2006,109.4
2006-05-01,May,2006,124.6
2006-06-01,June,2006,140.5
2006-07-01,July,2006,45.8
2006-08-01,August,2006,105.2
2006-09-01,September,2006,46.3
2006-10-01,October,2006,264.7
2006-11-01,November,2006,41.1
2006-12-01,December,2006,22.4
2007-01-01,January,2007,66.1
2007-02-01,February,2007,63.4
2007-03-01,March,2007,145.3
2007-04-01,April,2007,83.0
2007-05-01,May,2007,162.0
2007-06-01,June,2007,43.7
2007-07-01,July,2007,46.3
2007-08-01,August,2007,108.5
2007-09-01,September,2007,85.5
2007-10-01,October,2007,142.7
2007-11-01,November,2007,56.1
2007-12-01,December,2007,28.0
2008-01-01,January,2008,52.7
2008-02-01,February,2008,300.0
2008-03-01,March,2008,300.7
2008-04-01,April,2008,50.6
2008-05-01,May,2008,204.3
2008-06-01,June,2008,36.3
2008-07-01,July,2008,81.0
2008-08-01,August,2008,87.3
2008-09-01,September,2008,88.4
2008-10-01,October,2008,81.7
2008-11-01,November,2008,211.5
2008-12-01,December,2008,18.1
2009-01-01,January,2009,61.1
2009-02-01,February,2009,96.6
2009-03-01,March,2009,151.6
2009-04-01,April,2009,187.5
2009-05-01,May,2009,131.8
2009-06-01,June,2009,146.7
2009-07-01,July,2009,52.5
2009-08-01,August,2009,117.0
2009-09-01,September,2009,30.6
2009-10-01,October,2009,241.7
2009-11-01,November,2009,161.5
2009-12-01,December,2009,80.1
2010-01-01,January,2010,3.2
2010-02-01,February,2010,39.7
2010-03-01,March,2010,33.8
2010-04-01,April,2010,51.3
2010-05-01,May,2010,188.7
2010-06-01,June,2010,120.0
2010-07-01,July,2010,118.2
2010-08-01,August,2010,129.9
2010-09-01,September,2010,195.4
2010-10-01,October,2010,151.3
2010-11-01,November,2010,235.1
2010-12-01,December,2010,305.9
2011-01-01,January,2011,28.3
2011-02-01,February,2011,86.5
2011-03-01,March,2011,70.0
2011-04-01,April,2011,170.7
2011-05-01,May,2011,177.7
2011-06-01,June,2011,91.2
2011-07-01,July,2011,67.6
2011-08-01,August,2011,136.1
2011-09-01,September,2011,93.7
2011-10-01,October,2011,389.1
2011-11-01,November,2011,89.7
2011-12-01,December,2011,113.1
2012-01-01,January,2012,62.9
