Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2007,118.73712175782826
Febrero,2000,172.8106637334629
Marzo,2015,168.0740495287718
Abril,2002,202.91232591886563
Mayo,2017,184.6395864620826
Junio,2003,131.32427231856263
Julio,2010,214.01575700745667
Agosto,2013,253.0752864173785
Septiembre,2000,236.69320582604502
Octubre,2001,181.11405261755792
Noviembre,2000,211.99277699959495
Diciembre,2018,67.76007495423072
