Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2000,113.3414912595874
Febrero,2000,130.0144267970404
Marzo,2006,157.56152148920847
Abril,2012,181.03661973076478
Mayo,2003,152.31262549688313
Junio,2013,139.35121504466724
Julio,2011,150.12645428166226
Agosto,2004,218.8517849641652
Septiembre,2012,77.35661393282713
Octubre,2007,239.0576144900768
Noviembre,2017,164.30055513007932
Diciembre,2001,129.5994940985644
