Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2007,195.9865686171131
Febrero,2000,324.3630560117214
Marzo,2001,224.01674354585396
Abril,2012,239.65425645575888
Mayo,2001,257.29688861097577
Junio,2000,551.8375918740627
Julio,2001,379.0435927418627
Agosto,2000,524.3539667206968
Septiembre,2004,353.18090127816237
Octubre,2008,199.2741967643249
Noviembre,2000,352.95194279257424
Diciembre,2017,102.48644896874036
