Mes,Año_Punto_Cambio,Valor_Estadística_Worsley
Enero,2004,108.26279447098466
Febrero,2014,73.44467418857995
Marzo,2016,218.0763471274924
Abril,2001,210.53325364153028
Mayo,2003,234.0398758589371
Junio,2012,116.94663588075242
Julio,2006,140.61169681153757
Agosto,2002,128.43860210156413
Septiembre,2002,145.2401998313787
Octubre,2017,182.187365246758
Noviembre,2002,182.43479160038123
Diciembre,2011,127.77925446484637
